t,OR Category L1,OR Category L2,counts
-52,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-51,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-51,Internal Fraud,Theft and Fraud (Internal Fraud),1
-50,Execution Delivery and Process Management,Contractual Customer Documents,1
-50,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-46,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-45,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-45,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-45,Internal Fraud,Theft and Fraud (Internal Fraud),1
-44,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-44,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-41,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-39,Clients Products and Business Practices,Advisory Activity,1
-39,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-39,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-38,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-37,Clients Products and Business Practices,Advisory Activity,1
-37,External Fraud,Theft and Fraud (External Fraud),1
-36,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-35,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-35,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-35,Internal Fraud,Theft and Fraud (Internal Fraud),1
-32,External Fraud,Theft and Fraud (External Fraud),1
-32,Internal Fraud,Theft and Fraud (Internal Fraud),2
-31,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-31,External Fraud,Theft and Fraud (External Fraud),1
-30,Execution Delivery and Process Management,Contractual Customer Documents,2
-29,Clients Products and Business Practices,Advisory Activity,1
-29,External Fraud,Theft and Fraud (External Fraud),1
-25,Clients Products and Business Practices,Improper Business or Market Practices,1
-24,Clients Products and Business Practices,Improper Business or Market Practices,1
-24,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-24,External Fraud,Theft and Fraud (External Fraud),1
-22,External Fraud,Theft and Fraud (External Fraud),2
-21,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-21,Internal Fraud,Theft and Fraud (Internal Fraud),1
-17,Business Disruption and System Failures,Transportation Disruption and Other Disruptions,1
-17,Execution Delivery and Process Management,Contractual Customer Documents,1
-17,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-16,Execution Delivery and Process Management,Contractual Customer Documents,3
-15,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-14,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-14,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-14,External Fraud,Theft and Fraud (External Fraud),1
-13,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-10,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-10,External Fraud,Theft and Fraud (External Fraud),1
-9,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",2
-9,Execution Delivery and Process Management,Clients' Accounts Management,1
-9,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-7,Clients Products and Business Practices,Advisory Activity,1
-7,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-7,External Fraud,Theft and Fraud (External Fraud),1
-5,External Fraud,Theft and Fraud (External Fraud),1
-4,Clients Products and Business Practices,Improper Business or Market Practices,1
-4,Execution Delivery and Process Management,Suppliers,1
-4,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2,Business Disruption and System Failures,Systems Failure,1
-2,Execution Delivery and Process Management,Contractual Customer Documents,1
-2,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-1,Employment Practices and Workplace Safety,Human Resources Management,1
-1,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",5
-1,External Fraud,Theft and Fraud (External Fraud),3
-1,Internal Fraud,Theft and Fraud (Internal Fraud),2
1,Clients Products and Business Practices,Improper Business or Market Practices,1
1,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
1,Damage to Physical Assets,Disasters and other Events,1
1,Execution Delivery and Process Management,Contractual Customer Documents,1
1,Execution Delivery and Process Management,Monitoring and Reporting,2
1,Execution Delivery and Process Management,Suppliers,1
1,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",5
1,External Fraud,Theft and Fraud (External Fraud),4
1,Internal Fraud,Theft and Fraud (Internal Fraud),1
2,Business Disruption and System Failures,Systems Failure,1
2,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",3
6,External Fraud,Theft and Fraud (External Fraud),1
7,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
8,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
8,External Fraud,Theft and Fraud (External Fraud),2
9,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
10,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
14,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
16,Business Disruption and System Failures,Systems Failure,1
17,Clients Products and Business Practices,Advisory Activity,2
17,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
20,Business Disruption and System Failures,Systems Failure,1
21,Clients Products and Business Practices,Advisory Activity,1
21,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
22,Clients Products and Business Practices,Defective Products,1
22,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
22,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
23,Business Disruption and System Failures,Systems Failure,1
23,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
24,Damage to Physical Assets,Disasters and other Events,1
24,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
24,External Fraud,Theft and Fraud (External Fraud),2
27,Clients Products and Business Practices,Defective Products,1
27,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
27,External Fraud,Theft and Fraud (External Fraud),1
28,Execution Delivery and Process Management,Contractual Customer Documents,1
28,External Fraud,Theft and Fraud (External Fraud),1
29,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
30,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
30,External Fraud,Theft and Fraud (External Fraud),1
31,Damage to Physical Assets,Disasters and other Events,1
31,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
31,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
32,Execution Delivery and Process Management,Clients' Accounts Management,1
32,External Fraud,Theft and Fraud (External Fraud),2
34,Execution Delivery and Process Management,Contractual Customer Documents,1
35,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
35,Execution Delivery and Process Management,Suppliers,1
36,Clients Products and Business Practices,Improper Business or Market Practices,1
36,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
36,External Fraud,Theft and Fraud (External Fraud),1
38,Clients Products and Business Practices,Advisory Activity,1
38,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
39,External Fraud,Theft and Fraud (External Fraud),1
41,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
42,Clients Products and Business Practices,Advisory Activity,1
43,Execution Delivery and Process Management,Contractual Customer Documents,1
43,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
